,year,dma_desc,store address,city,state,zip,simulated_sales,#_of_workers_over_16,median_age,median_earnings,occupation_MBSA,occupation_Ser,occupation_sales_and_office,occupation_NrCM,occupation_PTMm,class_private_wage_and_salary,class_government_workers,class_self_employed,class_unpaid_family_workers,mean_travel_time_to_work,owner_occupied_houseing_units(percent),no_vehicle(percent),public_transportation,occupied_housing_units,housing_built_2014+,num_of_establishments,total population,sex_ratio,more_race_percent,White_race_percent,Black_AfricanAmerican_race_percent,AmericanIndian_Alaska_Native_race_percent,Asian_race_percent,NativeHawaiian_OtherPacificIslander_race_percent,others_race_percent,NotHispanic_Latino_percent
279,2018,Greensboro-High Point-Winston Salem,6103 Landmark Center Blvd,Greensboro,NC,27407,12683112.54,24498,39,31217,34.6,19.1,21.1,7.3,17.9,85.1,10.4,4.3,0.3,21.4,50.5,2.4,271,19823,1.1,27,50288,93.3,3.2,46.8,33.2,0.9,9.2,0.1,6.6,85.3
280,2018,San Antonio,6840 Loop 410 NW,San Antonio,TX,78238,11819167.26,11840,39.2,30373,29.1,24.4,24.5,11,10.6,80.7,14.5,4.8,0,25.4,51.9,4.3,500,8974,0.3,18,25052,87.8,2.9,83.6,5.9,0.2,3.7,0.4,3.4,29.7
281,2018,Austin,5151A US Highway 290 West,Austin,TX,78735,14866786.68,9086,43.5,57717,60.8,8.3,21.7,4.6,4.5,80.8,10.4,8.7,0.2,,57.6,0.8,26,7352,5.6,6,17923,92,2.3,86.1,3.2,0.1,7.4,0,0.9,78.7
282,2018,Houston,16960 Southwest Frwy,Sugar Land,TX,77479,10477547.07,43066,45.4,71268,66.2,6.4,20.9,2.4,3.9,84.4,9.5,6.1,0,32.3,87.3,1,923,28469,4.9,21,92146,95.6,2.4,47.3,6.8,0.1,42.5,0,1,90.3
283,2018,Dallas-Ft. Worth,2650 West Interstate 20,Grand Prairie,TX,75052,12511879.11,49391,41.7,40799,35.5,13.9,25.1,7.8,17.8,81.2,13.9,4.8,0.1,,76.7,1.4,175,29698,1.5,11,95516,96.9,3.9,50.7,28,0.4,11.2,0.1,5.8,64
284,2018,Norfolk-Portsmouth-Newport News,1517 Sams Circle,Chesapeake,VA,23320,16121084.59,30378,40.1,42356,43.1,13.7,21.7,8.8,9.6,71,24.8,3.9,0.3,,65.1,1.6,202,22738,2.9,22,56765,91.3,4,57.8,30.3,0.2,5.4,0,2.2,93
285,2018,St. Louis,665 Gravois Bluffs Blvd,Fenton,MO,63026,10675805.27,21648,44.3,43850,41.8,16.4,25.1,8.4,8.2,89.5,6.2,4.2,0,,84.1,0.8,74,16579,0.7,12,43287,98.2,1.8,94.8,1,0.1,1.8,0.1,0.3,97.6
286,2018,Little Rock-Pine Bluff,11801 Chenal Parkway,Little Rock,AR,72211,12960539.16,12322,38.6,41395,55.7,12,23.9,2.4,6,75.2,22.1,2.6,0.1,,57.6,3.2,7,9651,1.4,16,22269,84.3,3.1,64.9,23.7,0,6.5,0,1.7,95.9
287,2018,Charlotte,7965 Lyles Lane NW,Concord,NC,28027,11561748.06,32746,42.4,40450,41.5,14.7,23.4,8,12.3,84.3,12.1,3.4,0.1,,75.1,1,313,22810,6,24,63423,92.1,1.9,69.4,17.9,0.5,5.7,0,4.6,88.9
288,2018,Houston,12605 Gessner Road,Houston,TX,77064,14434787.36,25615,40.6,39399,35.5,17.3,24,7.4,15.8,85.2,8.4,6.4,0.1,31,62.2,1.8,301,16364,0.9,,49790,98.2,3.7,57.5,13.6,0.4,16.5,0.1,8.2,62.5
289,2018,Cincinnati,11925 Commons Drive,Springdale,OH,45246,8279777.995,6570,44.2,35620,34.5,19.5,23.3,5.3,17.5,84.2,11.3,4.2,0.2,,57.9,3.5,184,6053,0.4,16,14206,82.5,2.7,59.1,30.8,0,4.1,0,3.4,86.1
290,2018,Detroit,45160 UTICA PARK BOULEVARD,UTICA,MI,48315,10232433.72,12290,47.2,45762,45.4,13.6,25.2,5.1,10.6,87.6,8.4,3.8,0.2,,91.9,1.2,5,10723,1,13,27154,86.9,2.3,92.1,1.8,0,3.8,0,0.1,98.8
291,2018,Detroit,5901 Mercury Drive,Dearborn,MI,48126,7751506.075,14296,39.3,22066,28.5,18.8,22.5,6.8,23.4,88.9,7.3,3.7,0.1,,61.3,4.3,177,12851,0.6,8,48099,100,3.6,91,2,0.4,2.6,0,0.5,98.1
292,2018,Indianapolis,4641 Lafayette Road,Indianapolis,IN,46254,6668985.672,20122,36.6,31235,29,17.1,24.2,6.7,23,85.5,9.6,4.7,0.2,,48.5,2.9,493,15147,0,4,40603,80.1,4.8,25.6,56.1,0.1,3.1,0,10.4,83.8
293,2018,Pittsburgh,2000 Casteel Drive,Coraopolis,PA,15108,12944630.36,21466,44.1,45267,48,13.5,25.6,5.7,7.1,88.4,6.7,4.8,0.1,,77.8,2.5,642,16717,1.6,4,41524,97.4,3.2,86.3,6.4,0.1,3.8,0,0.3,98.6
294,2018,Omaha,12990 West Center Road,Omaha,NE,68144,14085306.21,13112,41.7,41358,43.2,14,27.8,7.1,7.7,85.1,11.6,3.3,0,,73.9,1.6,98,10043,0.8,8,23877,94.7,1.7,92.7,3,0.9,1.3,0.1,0.4,95.3
295,2018,Atlanta,7400 Douglas Boulevard,Douglasville,GA,30135,9244435.032,31252,43.4,40556,37.7,15.5,24.4,8.3,14.1,79.8,15.5,4.7,0.1,,77.9,1.1,288,21861,0.3,13,66134,91.1,2.1,50.7,43.7,0,1.3,0,2.2,91.8
296,2018,Chicago,1325 N Meacham Rd,Schaumburg,IL,60173,7291698.826,7394,36.4,57920,59.5,10.1,20.5,3.6,6.3,92.5,4.6,2.9,0,,35.8,2.3,553,5695,0.4,24,12162,99.6,4.2,47.8,3.9,0.3,39.8,0.1,3.8,92.1
297,2018,Richmond-Petersburg,11500 Midlothian Turnpike,Richmond,VA,23235,12306652.36,16961,44.6,42893,49.5,12.5,20.4,8.3,9.1,78.6,15.8,5.6,0,,67.7,1.3,98,13047,2.1,16,32355,83.4,3.3,70.8,19.2,0.1,3.1,0,3.5,92.1
298,2018,Chicago,956 Route 59,AURORA,IL,60504,7524340.574,20350,40.9,44599,42.3,16,25.1,4.6,12,88.4,8.6,2.9,0.1,35.1,61.4,1.4,1415,13163,1.1,10,38013,96.5,3.9,63.2,14.4,0.2,14.8,0,3.5,81.5
299,2018,Cincinnati,4874 Houston Road,Florence,KY,41042,9519052.795,26252,42.4,36573,34.4,15.2,25.2,6.6,18.2,88.1,8.8,3.1,0,22.1,68.4,1.4,228,20475,1.5,25,51892,93.1,2.3,88.2,4.3,0.1,2.9,0,2.2,94.5
300,2018,Houston,9450 FM 1960 Bypass Road West,Humble,TX,77338,12584834.99,20318,38.6,32947,22,21.3,28.8,10.2,17.7,82.4,14.5,3,0.2,29.1,59.8,2,342,14282,7.3,25,42787,100.2,1.6,46,41.1,0.2,4.1,0.6,6.2,61.4
301,2018,Richmond-Petersburg,401 International Centre Drive,Sandston,VA,23150,7485776.64,6192,45.6,36650,31.1,16.7,26.6,9.9,15.7,83.7,14.2,2.1,0,26.5,72.1,1,48,5115,1.2,,12606,90.9,1.6,70.4,26,1,0.6,0,0.4,98.4
302,2018,Orlando-Daytona Beach-Melbourne,11100 East Colonial Drive,Orlando,FL,32817,10513899.22,18065,36.3,30537,41.4,17.3,25.2,6.6,9.4,81.4,13.9,4.5,0.2,,55.1,0.9,238,11528,1.7,3,35317,107.6,3.8,71.1,8.3,0,8.5,0,8.2,70.5
303,2018,Indianapolis,301 Noble Creek Drive,Noblesville,IN,46060,11155311.13,21330,38.8,39305,39.2,15.9,28.2,7.5,9.1,86.4,9.5,4,0,,69.7,0.7,16,14554,4.7,15,40387,95.5,4.5,87.9,4.1,0.1,2.6,0.1,0.8,94.6
304,2018,Indianapolis,7667 S. Shelby St.,Indianapolis,IN,46227,7529370.091,26384,37.9,29943,27.9,18.1,25.3,7.8,20.9,90,7.3,2.5,0.1,23.8,47.7,3.9,575,22759,0.2,15,56614,95.5,3,75.8,6.4,0.2,13.5,0,1,91.7
305,2018,Tyler-Longview (Lufkin & Nacogdoche,3900 Troup Hwy,Tyler,TX,75706,9828354.355,4083,41.9,29383,21,27,14.4,15.3,22.2,80.9,11.8,7.3,0,25.3,72.6,1.1,0,2841,2.4,,9505,106.5,0.4,74.9,21.4,0,0.5,0,2.9,61.2
306,2018,Phoenix (Prescott),1944 S. Greenfield Road,Mesa,AZ,85206,9832031.381,14531,39.3,33895,32.3,18.5,29.3,10.2,9.7,85.3,7.6,7.1,0,,57.7,2.5,293,15388,0.4,14,36901,93.6,2.4,88.1,5.7,1.1,1,0.1,1.6,82.8
307,2018,Raleigh-Durham (Fayetteville),4700 Green Road,Raleigh,NC,27604,15622902.73,25676,40.3,33879,38.2,19.4,22.2,11.3,8.8,81.3,13.7,4.8,0.2,25.1,58.4,2.7,244,18176,2.1,17,47761,98.3,3.6,49,34.3,0.5,4.5,0.1,8.1,80.9
308,2018,Houston,16778 I-45 South,Conroe,TX,77384,19070456.3,8839,40.3,54686,51.1,9.3,23.7,6.7,9.3,82.4,10.6,7.1,0,29.8,63.6,2,90,7163,15.1,4,17926,91,2.4,83.8,5.2,0,7.1,0.2,1.3,88.7
309,2018,Lubbock,4304 West Loop 289,lubbock,TX,79407,11455001.64,11691,36.2,28574,34.4,20.5,21,12.1,11.9,79.4,15.4,5.1,0.1,16.4,50,1.5,62,9145,5.2,11,22065,91.8,2.1,83.7,5.6,1.8,3.3,0,3.6,69.6
310,2018,Charleston,6185 Rivers Ave,North Charleston,SC,29406,11417133.2,15802,35.2,25302,21.5,25.3,20.7,17.4,13.6,80.5,15.5,3.6,0.4,24,35.6,4.7,394,12495,1.4,18,33984,95.5,2.6,47,44.7,0.1,1.2,0,4.3,81
311,2018,Knoxville,11221 Outlet Drive,Knoxville,TN,37932,5221569.038,9310,44,45761,53.5,11,22.4,6.1,7,75.6,16.8,7.4,0.2,,76.5,0.8,15,6904,7.8,7,18069,94.2,1.8,91.4,3.3,0.2,2.4,0,0.9,97
312,2018,San Antonio,642 South Walnut Ave,New Braunfels,TX,78130,8967043.267,35386,40,35756,33.4,16.9,25.9,9.7,14,79.8,13.1,6.6,0.5,,65.7,1.3,75,26343,7.7,19,74172,96.8,2.4,90.4,1.8,0.4,1.3,0,3.8,63.9
313,2018,Columbus,6060 East Main Street,Columbus,OH,43213,8179173.302,15372,37.7,27622,22.6,24.9,24.1,5.5,22.7,86.4,10.1,3.4,0.1,,32.6,6.7,845,13919,1.1,7,33551,91.6,5.1,43.3,43.8,0.1,1.7,0,6,86.4
314,2018,Dallas-Ft. Worth,8651 Airport Frwy,N Richland Hills,TX,76180,9671070.326,18753,38.9,35416,36.1,18.9,25.1,8.2,11.5,83.5,10.5,5.9,0,25.4,50.6,1.1,36,14390,1.2,13,36964,93.8,3.9,75.5,7.8,1.2,5,1.4,5.3,80.6
315,2018,Chattanooga,482 McBrien Rd,East Ridge,TN,37412,8844275.995,10541,40.9,29401,26.9,17,24.7,10.5,20.7,83.5,10.8,5.6,0.1,17.3,55.6,1.8,0,8720,0.3,6,21128,101.2,2.5,79.5,14.4,0.1,1.2,0,2.3,87.6
316,2018,Hattiesburg-Laurel,1000 Turtle Creek Drive,Hattiesburg,MS,39402,6122390.976,19302,39.4,35573,46,12.7,24,4.8,11.6,69.5,25.5,4.8,0.2,,63.7,0.8,18,15706,1.6,18,41151,87.6,1.7,71.9,23.7,0.1,1.7,0,0.8,97.4
317,2018,Biloxi-Gulfport,15065 Creosote Road,Gulfport,MS,39503,6200858.131,23762,38.2,32111,28.1,20.2,23.7,12.8,13.7,72.4,23.3,4.3,0.1,24.8,63.5,1.9,0,19844,3.6,10,54993,89.5,2.7,65.5,28.7,0.7,1.3,0,1,94
318,2018,Denver,1660 WEST MIDWAY BLVD,BROOMFIELD,CO,80020,9888770.03,27769,41.9,50159,50.3,11.6,23.1,6.3,8.5,79.8,14.4,5.8,0,,72.8,1.6,891,19398,1.6,9,49657,100.2,3.3,88.3,0.9,0.4,5.5,0,1.5,87.4
319,2018,Colorado Springs-Pueblo,335 N ACADEMY BLVD,COLORADO SPRINGS,CO,80909,6972381.288,17944,36.2,29415,28.6,24.4,24.9,10.6,10.4,82.9,13,3.9,0.2,22.3,50.8,3.7,291,16284,0,12,39119,99.1,7.2,75.7,6.9,1.1,1.1,0.1,7.7,75.8
320,2018,Grand Rapids-Kalamazoo-Battle Creek,4620 STADIUM DRIVE,KALAMAZOO,MI,49008,7572219.451,8832,34.1,27982,46.8,17.5,19.3,5.2,11.2,81.3,12.1,6.4,0.2,19.6,57.9,3.1,140,6702,0.2,,16719,94.7,5.2,81.3,8.9,0.4,3.3,0,0.9,96.3
321,2018,Orlando-Daytona Beach-Melbourne,3003 West Vine,Kissimmee,FL,34741,9113744.29,21622,36.7,23469,17.5,32.2,24.9,11.1,14.1,90.9,5.1,3.9,0.1,,28.3,4.5,698,15205,3.3,15,45920,104.9,5,70.7,11.1,0,3.7,0,9.5,34.9
322,2018,San Antonio,7613 N Loop 1604 E,LIVE OAK,TX,78233,13743367.92,23194,40.8,33451,30.9,17.3,30.8,9.1,11.5,82.7,12.3,4.9,0.1,23.7,58.4,2.6,235,16920,3,5,48507,99.7,3.9,78.4,10.4,0.1,2.8,0,4.3,56.7
323,2018,Corpus Christi,4949 Greenwood Dr,Corpus Christi,TX,78416,9799952.371,5813,38.1,26471,10.5,31.1,20.7,22.5,15.2,78.5,12.9,8.6,0,,57.5,3.8,92,5091,0,,15635,87.8,2.5,88,6.8,0.1,0.6,0,2.2,11.2
324,2018,Grand Rapids-Kalamazoo-Battle Creek,334 Chicago Dr,Georgetown Township,MI,49428,8935200.59,13717,41.1,38676,36.9,15.4,23.4,7.2,17.1,86.5,9.3,4.2,0,,91.6,1.1,13,10080,0.9,,27596,97.1,3.4,93.9,0.8,0.3,0.9,0,0.6,96.2
325,2018,Louisville,11501 Blue Grass Pkwy,Jeffersontown,KY,40299,16416178.56,21597,44.1,43341,43.9,12.2,23.9,4.4,15.6,85.9,10.1,3.8,0.2,,79.5,1,216,15813,2.4,15,40808,97.4,2.6,82.5,10.6,0.3,2.5,0.1,1.5,96.1
326,2018,Raleigh-Durham (Fayetteville),4215 University Dr. Suite A2,Durham,NC,27707,8913210.998,26394,37.6,35460,48.4,17.2,16.8,9.6,7.7,78.6,17.1,4.2,0.1,21.6,46.3,4.4,1024,20646,1.5,15,51168,91.8,4,50.2,37.2,0.3,4.2,0.1,4.1,83.8
327,2018,Phoenix (Prescott),10140 N. 91St,Peoria,AZ,85345,10121835.38,26039,41.8,34003,27.5,20.5,26.1,10.9,15,84.3,10.9,4.8,0,27.6,65.7,2.5,308,19806,1.2,5,56790,99.8,4.4,78.7,4.8,1,3,0.1,8,65.3
328,2018,Austin,19000 Limestone Commercial Drive,Pflugerville,TX,78660,13046667.64,48265,40.2,43131,43.9,15,23.3,8.1,9.4,76.6,18.5,4.8,0.1,,76.2,0.9,269,29945,8,11,89830,93.1,5,65.7,14.2,0.9,9.7,0.1,4.3,66.5
329,2018,Detroit,3100 Washtenaw,YPSILANTI,MI,48197,5961641.89,35476,33.4,31856,40.5,22.7,18.8,4.4,13.5,81.5,15,3.5,0,,54.4,4.4,1574,25262,1.4,5,68102,97.8,6.2,62.5,24.8,0.2,5.1,0.1,1.2,93.9
330,2018,Phoenix (Prescott),12025 N 32nd St,PHOENIX,AZ,85028,11435712.11,9751,48.6,52927,55.3,11.2,23.4,3.9,6.2,83.1,10.4,6.5,0.1,,81.5,0.4,68,7962,0,5,19389,84.5,4.1,91.4,1.6,0.4,1.7,0,0.8,89.4
331,2018,Springfield,3700 S. Campbell Ave,SPRINGFIELD,MO,65807,11393082.42,28757,33.4,27456,33.8,19.9,27.4,6.3,12.3,85.8,10.1,4,0.1,,44.2,1,193,24993,0.5,11,58304,89.7,4.6,87.2,4.2,0.5,2.6,0.1,0.8,95.4
332,2018,Austin,4801 183A Toll Road,Cedar Park,TX,78613,15121587.73,40737,41.7,52939,52.1,12.5,25,4.2,6.2,80.3,13,6.5,0.2,,72.9,1.1,536,26122,5.5,18,79699,97.4,4.2,80.9,3,0.4,9,0.1,2.4,81.2
333,2018,Jacksonville,1919 Wells Rd,Orange Park,FL,32073,12258447.81,19765,41.9,32143,30.7,15.8,27.7,10.1,14.6,81.9,15,3.1,0,,64.9,0.6,3,15574,1.1,15,41863,95.1,5.6,68.3,18.2,0,3.9,0.1,3.9,86.6
334,2019,Memphis,5280 Summer Ave,Memphis,TN,38122,11986936.11,10551,40.5,28162,23.4,21.7,20.5,18.2,15.3,83.7,8.9,7.2,0.2,21.6,51.4,2.9,75,8820,0,,24419,97,1.5,59.8,18.3,0,4.8,0.1,15.5,69
335,2019,Atlanta,1605 Buford Highway,BUFORD,GA,30518,10710572.86,26258,42.9,42195,40.5,12.9,22,11.7,12.9,84.6,8.1,7.2,0.2,32.7,76.7,2.9,190,16974,5.5,,53780,96,3,69.5,14,0.3,7.7,0,5.6,80.7
336,2019,Toledo,2244 S Reynolds Rd,TOLEDO,OH,43614,7539739.805,14949,39.1,35346,37.4,19.1,21.7,6.6,15.1,83.3,14.1,2.5,0,20.6,61.8,3.2,242,14303,0.2,,31100,86.2,3.2,76.3,16.1,0.2,2.6,0,1.6,93.6
337,2019,Phoenix (Prescott),5000 S. Arizona Mills Circle,TEMPE,AZ,85282,4807205.453,30916,34.2,36090,42.2,17.2,26.5,5.3,8.8,81.8,13.4,4.6,0.2,20.8,39.9,3.5,1449,22834,1.7,,55664,110.3,4.2,71,7.5,2.5,4.4,0.5,9.8,76.6
338,2019,Memphis,7697 Winchester Road,Memphis,TN,38125,7398751.262,21265,42.2,39100,35.1,14.5,23.5,5.7,21.2,74.3,20.9,4.8,0.1,,65.8,0.5,0,13876,2.3,,38131,89.9,1.1,13.6,75.9,0,4.3,0.3,4.9,93.2
339,2019,Harlingen-Weslaco-Brownsville-McAll,1600 West Kelly,Pharr,TX,78577,10032261.44,28235,39.8,25657,23.7,22.3,24,18.2,11.8,73,14.6,12.4,0,21.8,64.2,1.5,68,22111,3.8,,78103,88.9,0.6,93.7,0.1,0,0.3,0,5.2,5.7
340,2019,Birmingham (Anniston & Tuscaloosa),5501 Grove Blvd,Hoover,AL,35226,9268893.936,18076,42.2,54335,60.5,9.5,21.2,3.1,5.4,80.5,15,4.5,0,,78.8,0.2,34,13117,3.1,,35331,95.6,2.4,79.2,13.3,0.1,4.7,0,0.3,97.4
341,2019,St. Louis,20 O'Fallon Square,O'Fallon,MO,63366,9366166.483,26219,41.6,42938,36.1,15,25.5,10.6,12.7,88.1,7.9,3.9,0,,84.5,0.7,25,18498,3.9,,50402,101.1,2.5,90.6,4.1,0.1,2.2,0,0.5,97.7
342,2019,Nashville,209 South Royal Oaks Blvd,Franklin,TN,37064,12067619.43,30067,44.4,49965,52.6,14.3,21.5,5.3,6.3,80.5,10.1,9.2,0.2,,79.7,1,126,21640,10.5,,58937,90.2,1.5,88.5,7.2,0,2.1,0,0.6,92.4
343,2019,Erie,2080 Interchange Road,ERIE,PA,16565,5313146.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2019,Des Moines-Ames,10331 University Ave,Clive,IA,50325,10396233.07,8928,44.3,56453,52.5,12,21.5,5.6,8.4,86.8,9.4,3.8,0,,80.9,1.7,40,6592,3.7,,17186,94.5,2.3,84.5,3.7,0.3,7.4,0,1.8,95.6
345,2019,Dallas-Ft. Worth,2727 Towne Center Dr,Mesquite,TX,75150,10556781.75,28933,39.9,32675,26.1,16.8,27.1,14.9,15.1,82.9,11.3,5.7,0.1,,51.3,2.7,229,21086,2.1,,60671,88.8,3.1,65.5,21.9,0.8,3.2,0.1,5.3,54.8
346,2019,Kansas City,601 N State Highway 291,Lees Summit,MO,64086,8482234.565,12124,43,50962,50.9,11,23.1,5.2,9.7,84.3,11.3,4.3,0.1,24.8,82.7,0.7,92,8741,2.6,,22940,99.3,3.8,87.6,5.9,0.1,2.1,0,0.5,96
347,2019,Dallas-Ft. Worth,2201 Porter Creek Drive,Fort Worth,TX,76177,13946247.43,6300,36.9,53231,54.5,10.7,14.8,11.7,8,82.8,14.1,3.1,0,,63.9,1.9,0,4273,26.5,,11695,100.8,5.1,73,10.4,1.3,6.5,0,3.8,86.9
348,2019,Jackson,6360 Ridgewood Court Dr,Jackson,MS,39211,7735906.613,13304,37.7,40276,49.6,15.1,20,4.5,10.8,74,20.1,5.5,0.4,,62.1,1.1,31,10299,1.9,,24655,86.9,0.5,47.9,49.2,0,1.1,0.2,0.9,97.4
349,2019,Nashville,3710 Annex Avenue,Nashville,TN,37209,11120074.3,21962,32.7,37600,50,14.5,21.1,4.7,9.6,83.1,10.5,6.4,0.1,21.4,44.8,3.8,635,15884,10,,38664,89.4,3.5,63.6,24.5,0.2,5.6,0.2,2.4,92.2
350,2019,Kansas City,2000 E Santa Fe,Olathe,KS,66062,9984701.635,43656,42,51088,52,12.2,22.7,4.8,8.3,83.7,12,4.2,0.1,,80,0.8,94,28440,4.9,,81780,96.3,2.9,86.1,4.9,0.2,5.2,0,0.7,92
351,2019,Albuquerque-Santa Fe,11150 Lomas Boulevard,Albuquerque,NM,87112,8250820.186,19605,41.8,32263,39.9,17.5,25.4,8.4,8.5,74.5,19.8,5.6,0.1,,62.2,1.4,328,18081,0.1,,42256,93,4.8,74.2,3.9,6.4,2.3,0,8.4,65.1
352,2019,Cleveland-Akron (Canton),5223 Cobblestone Rd,Elyria,OH,44035,11597896.04,29595,43.7,31538,26.9,22,21.2,9.6,20.2,86.1,9.8,3.8,0.3,23.3,66.9,3.2,250,26998,0.9,,63333,93.9,5.1,78.9,13.9,0.3,0.9,0,0.9,93.4
353,2019,Huntsville-Decatur (Florence),1401 Memorial Parkway NW,Huntsville,AL,35816,8698868.035,6649,29.6,19423,26.3,30.7,21.7,4.7,16.6,89.2,7.6,2.3,0.9,16.5,24.7,7.4,41,6622,0.8,,13971,89.5,2.9,26.1,64.2,0.4,3.2,0,3.3,92.1
354,2019,Macon,2063 Watson Blvd,Warner Robbins,GA,31093,6992610.106,11822,39.5,29357,30.1,21.6,20.5,9.8,17.3,71.7,23.5,4.8,0,21.8,51,3.8,39,11139,0.3,,27313,94.2,3.1,48.2,45.4,0.4,2.7,0,0.4,93.9
355,2019,Atlanta,2420 Wisteria Dr SW,Snellville,GA,30078,8569260.418,16678,43.7,37393,42.8,11.4,25.8,7.2,12.7,82.4,12,5.4,0.2,,75.9,0.8,116,11213,2.6,,35601,90.7,2.2,46.4,35.9,0.6,8.3,0,6.5,87.4
356,2019,Oklahoma City,701 S MacArthur,Oklahoma City,OK,73128,16195646.79,2439,38.1,42240,31.3,14.2,24.1,14.6,15.7,80.1,15.8,4.1,0,27,66.4,0.4,0,1528,9.6,,4669,121.3,4.6,78.1,0,1.8,14.2,0,1.3,82
357,2019,El Paso,1120 McRae Boulevard,El Paso,TX,79925,9156221.856,17965,40,30151,33.4,17.3,27.2,7.6,11.4,71.5,23.6,4.9,0.1,,55.2,2.2,330,14668,0.5,,39616,96.5,2.5,85.8,3.1,0.5,0.7,0.2,7.2,19.9
358,2019,Pittsburgh,3000 McIntyre Square Dr,PITTSBURGH,PA,15237,8539497.49,22150,44.2,57214,58,11,21.1,4,5.8,87.7,8,4.3,0.1,25.1,82.9,0.7,819,18286,1.3,,42561,95.8,1.3,91.4,1.9,0,5,0,0.5,97.6
359,2019,Salt Lake City,1134 W. Riverdale Road,RIVERDALE,UT,84405,9394736.688,15455,38.9,38454,39,13.3,25.6,8.5,13.3,78.2,18.3,3.5,0,23.3,76.7,2.7,232,11227,2.8,,32516,91.6,2.2,92.8,0.9,0,1.2,0.3,2.6,88.9
360,2019,Wichita-Hutchinson Plus,301 S. Towne East Mall Dr.,WICHITA,KS,67207,8065956.744,15359,35,30662,28.1,18.9,23.8,9.1,19.4,82.6,12.8,4.6,0,18.2,49.3,2.2,74,11361,1.2,,28473,96,6.2,57.6,16,0.9,16.1,0,3.2,86
361,2019,Milwaukee,3201 North Mayfair Road,WAUWATOSA,WI,53222,6942684.038,14125,40,41994,41.4,16,23,5.1,14.5,81.6,14.7,3.5,0.1,21,69.6,2.6,476,11226,0.2,,26367,90.9,5.3,61.2,29.4,1.5,1.7,0,1,95.7
362,2019,Denver,1840 Greeley Mall,GREELEY,CO,80631,5359726.469,23631,35.2,27986,19.9,22.2,20.9,14.8,22.1,83.1,11.1,5.5,0.2,22.8,51.2,2.3,210,17409,2.4,,55872,99,3.3,86.9,3.5,0.9,1.2,0.1,4.1,50.1
363,2019,New Orleans,1000 W. Esplanade Blvd,KENNER,LA,70065,9199868.99,24826,42.7,37469,35.5,18,23.8,11.9,10.8,83.7,9.3,6.7,0.2,25.5,64.3,1.8,84,19222,0.2,,50752,94.9,2.2,69.4,18.4,0.2,4.6,0,5.1,74.2
364,2019,Washington DC,8300 Sudley Rd.,Manassas,VA,20109,5222181.557,22901,36.9,36966,33.1,21.8,18.6,18,8.5,83,12.1,4.8,0,35.1,46,3.3,504,13463,2.3,,43093,102.8,5.7,58.3,15.8,0.8,9,0,10.5,57.5
365,2019,Salt Lake City,1165 S. University Ave,Provo,UT,84601,6352177.378,17269,29.8,23601,33.4,20,23.6,9.1,13.8,86.9,9.9,2.9,0.3,20.2,43.4,2,529,10733,3,,34206,104.6,3.6,88.5,1.4,1.1,1.6,1.6,2.3,70.8
366,2019,Kansas City,600 NE Barry Road,Kansas City,MO,64155,8332100.352,13049,40.6,47083,42.9,13.3,26.3,6.1,11.3,81.9,14.8,3.1,0.2,,78.4,1.3,91,8722,4.7,,23905,95,3.7,83.7,7.5,0.7,2.1,0,2.3,92.7
367,2019,Charlotte,11415 Carolina Place Parkway,Pineville,NC,28134,16465808.92,5321,40.4,39815,41,14.2,24.7,5.7,14.4,88.5,6,5.6,0,,60.3,2.4,164,4274,4.7,,11037,84.9,2.8,61.7,27.3,0.3,6.6,0,1.2,87.3
368,2019,Phoenix (Prescott),1801 E State Route 69,PRESCOTT,AZ,86301,6737469.12,7763,46.3,27378,37.2,23.7,25.2,5.9,7.9,75.4,16.6,8,0,16.8,60.1,2.1,37,10121,3.9,,23087,91.2,3.8,91.7,0.2,1.1,1.7,0.1,1.5,92.2
369,2019,Minneapolis-St. Paul,14230 BURNHAVEN DRIVE,BURNSVILLE,MN,55306,9456592.392,9089,43.1,41832,40.1,18.4,21.9,6,13.6,86.4,9.1,4.3,0.2,24.4,66.6,3.2,292,6350,0.5,,16387,88.8,3.8,70.9,13.7,0.1,4.9,0,6.6,86.6
370,2019,Salt Lake City,190 SOUTH 500 WESY,WEST BOUNTIFUL,UT,84010,7268318.654,21375,37.8,37855,47.4,12.4,22.6,7.3,10,80.6,13.6,5.5,0.3,,74.6,0.9,553,15231,1.3,,46218,99.1,1.8,93.9,0.4,0.6,1.4,0.4,1.5,93.4
371,2019,Oklahoma City,621 SW 19TH STREET,MOORE,OK,73160,10370653.06,32142,37.6,37514,36.5,16,23.7,10.7,12,75.4,20.4,3.8,0.4,,67.3,1.1,4,22882,7.1,,59509,96.2,8.3,77.8,6.1,3.9,2.1,0,1.7,89.8
372,2019,Minneapolis-St. Paul,4405 NE PHEASANT RIDGE DRIVE,BLAINE,MN,55449,9517589.453,14735,42.9,59940,49,12,21.6,4.5,12.7,82.3,13.4,4.2,0.2,,92.3,0.8,450,10010,8.7,,28165,101.1,3,81.9,4.1,0.9,8.8,0,1.4,94.8
373,2019,Dallas-Ft. Worth,2704 East Central Expressway,PLANO,TX,75074,10433803.22,28388,39.7,36349,38.8,21,20.5,11.3,8.4,86.9,7.2,5.7,0.2,26.4,55,1.2,582,17907,11.1,,52259,104.8,3,71.6,11.2,0.6,11.1,0.1,2.4,62.1
